scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	isolate	isolation_source	collection_date	geo_loc_name	time	biosamplemodel	breed	replicate	host	altitude	collected_by	depth	dev_stage	env_broad_scale	host_tissue_sampled	identified_by	lat_lon	specimen_voucher	temp	cell_type	individual_id	strain	cultivar	ecotype	echotype	social_form	sequence_id	caste	colony_organization_type	colony_name	pooled_individuals	colony	developmental_stage	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933827	SRX4622550	SRR7766948	SRA764226	SRS3724651	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: pupa virgin queen	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			LTF_GK05_345bp	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	26144866	5281262932	1416890217								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766948/SRR7766948.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766948/SRR7766948	gs://sra-pub-zq-101/SRR7766948/SRR7766948.zq.1	not applicable	Field	2014-04	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Pupa															Gyne			75	4		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933824	SRX4622549	SRR7766949	SRA764226	SRS3724650	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: pupa worker	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			LTF_GK02_345bp	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	29160621	5890445442	1569321668								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766949/SRR7766949.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766949/SRR7766949	gs://sra-pub-zq-101/SRR7766949/SRR7766949.noqual.1	not applicable	Field	2014-04	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Pupa															Worker			75	3		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933823	SRX4622548	SRR7766950	SRA764226	SRS3724649	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: pupa virgin queen	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			LTF_GK01_345bp	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	29322346	5923113892	1578078105								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766950/SRR7766950.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766950/SRR7766950	gs://sra-pub-zq-101/SRR7766950/SRR7766950.noqual.1	not applicable	Field	2014-04	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Pupa															Gyne			75	3		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933822	SRX4622547	SRR7766951	SRA764226	SRS3724648	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: adult worker	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			ST_FG04	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	26998516	5453700232	2292522965								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766951/SRR7766951.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766951/SRR7766951	gs://sra-pub-zq-101/SRR7766951/SRR7766951.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Adult															Worker			200	2		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933821	SRX4622546	SRR7766952	SRA764226	SRS3724647	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: adult virgin queen	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			ST_FG03	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	29055011	5869112222	2459726598								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766952/SRR7766952.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766952/SRR7766952	gs://sra-pub-zq-101/SRR7766952/SRR7766952.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Adult															Gyne			120	2		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933820	SRX4622545	SRR7766953	SRA764226	SRS3724645	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: pupa worker	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			ST_FG02	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	30859225	6233563450	2597689809								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766953/SRR7766953.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766953/SRR7766953	gs://sra-pub-zq-101/SRR7766953/SRR7766953.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Pupa															Worker			75	2		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933819	SRX4622544	SRR7766954	SRA764226	SRS3724646	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: pupa virgin queen	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			ST_FG01	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	28073731	5670893662	2380844962								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766954/SRR7766954.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766954/SRR7766954	gs://sra-pub-zq-101/SRR7766954/SRR7766954.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Pupa															Gyne			75	2		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933818	SRX4622543	SRR7766955	SRA764226	SRS3724642	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: adult worker	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			EG07	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	47433853	10157244496	5299987873								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766955/SRR7766955.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766955/SRR7766955	gs://sra-pub-zq-101/SRR7766955/SRR7766955.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Adult															Worker			200	1		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933817	SRX4622542	SRR7766956	SRA764226	SRS3724643	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: adult virgin queen	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			EG06	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	48560923	9735093906	5012277672								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766956/SRR7766956.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766956/SRR7766956	gs://sra-pub-zq-101/SRR7766956/SRR7766956.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Adult															Gyne			120	1		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933816	SRX4622541	SRR7766957	SRA764226	SRS3724644	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: pupa worker	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			EG05	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	48032027	10309187254	5402098160								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:05							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766957/SRR7766957.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766957/SRR7766957	gs://sra-pub-zq-101/SRR7766957/SRR7766957.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Pupa															Worker			75	1		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female						no		PRJNA427677	SAMN09933815	SRX4622540	SRR7766958	SRA764226	SRS3724641	SRP127971	Comparing gyne (future queens) and worker brain among five ant species. Raw sequence reads	RNA-seq of S.invicta: pupa virgin queen	All samples were sequenced on an Illumina HiSeq2500 platform with 101 bp paired ends reads. For one set of biological replicates, additional sequencing was obtained on an Illumina GA platform with 96 bp paired end reads and an Illumina MiSeq platform with 250 bp paired end reads.			EG04	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 2500	29499099	6334696688	3405980560								Biology	Centre for Social Evolution, University of Copenhagen	SUB4473397		13686	2019-01-01 00:20:04							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/766/SRR7766958/SRR7766958.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7766958/SRR7766958	gs://sra-pub-zq-101/SRR7766958/SRR7766958.noqual.1	not applicable	Field	2012-10	Taiwan: Taoyuan		Invertebrate					Sylvia Chang		Pupa															Gyne			75	1		2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female			brain			no		PRJNA482105	SAMN09695643	SRX4411685	SRR7545393	SRA742968	SRS3565260	SRP154553	Fire ant worker brain transcriptomes	GSM3294606: Worker 4; Solenopsis invicta; RNA-Seq		Worker 4			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	39785784	4973223000	2336415717									GEO	GEO: GSE117432		13686	2020-07-19 08:56:06							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/545/SRR7545393.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7545393/SRR7545393	gs://sra-pub-zq-108/SRR7545393/SRR7545393.noqual.1																										polygyne							adult	2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female			brain			no		PRJNA482105	SAMN09695644	SRX4411684	SRR7545392	SRA742968	SRS3565258	SRP154553	Fire ant worker brain transcriptomes	GSM3294605: Worker 3; Solenopsis invicta; RNA-Seq		Worker 3			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	38075897	4759487125	2229640059									GEO	GEO: GSE117432		13686	2020-07-19 08:56:06							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/545/SRR7545392.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7545392/SRR7545392	gs://sra-pub-zq-104/SRR7545392/SRR7545392.noqual.1																										polygyne							adult	2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female			brain			no		PRJNA482105	SAMN09695645	SRX4411683	SRR7545391	SRA742968	SRS3565257	SRP154553	Fire ant worker brain transcriptomes	GSM3294604: Worker 2; Solenopsis invicta; RNA-Seq		Worker 2			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	38871852	4858981500	2271180135									GEO	GEO: GSE117432		13686	2020-07-19 08:56:06							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/545/SRR7545391.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7545391/SRR7545391	gs://sra-pub-zq-108/SRR7545391/SRR7545391.noqual.1																										polygyne							adult	2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	brain		female			brain			no		PRJNA482105	SAMN09695646	SRX4411682	SRR7545390	SRA742968	SRS3565259	SRP154553	Fire ant worker brain transcriptomes	GSM3294603: Worker 1; Solenopsis invicta; RNA-Seq		Worker 1			single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	38007390	4750923750	2228849602									GEO	GEO: GSE117432		13686	2020-07-19 08:56:06							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/545/SRR7545390/SRR7545390.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7545390/SRR7545390	gs://sra-pub-zq-108/SRR7545390/SRR7545390.noqual.1																										polygyne							adult	2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244412	SRX4118428	SRR7209532	SRA710028	SRS3333706	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: forager brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_F3		Sinv_F3	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	14541554	1468696954	731014834								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209532.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209532/SRR7209532	gs://sra-pub-zq-103/SRR7209532/SRR7209532.zq.1	Forager brain replicate3	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244417	SRX4118427	SRR7209533	SRA710028	SRS3333705	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: gyne brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_G3		Sinv_G3	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	15133390	1528472390	760649586								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209533.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209533/SRR7209533	gs://sra-pub-zq-102/SRR7209533/SRR7209533.zq.1	Gyne brain replicate3	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244410	SRX4118426	SRR7209534	SRA710028	SRS3333704	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: forager brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_F1		Sinv_F1	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	13714051	1385119151	693537723								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209534.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209534/SRR7209534	gs://sra-pub-zq-104/SRR7209534/SRR7209534.zq.1	Forager brain replicate1	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244408	SRX4118425	SRR7209535	SRA710028	SRS3333703	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: nurse brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_N4		Sinv_N4	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	15038231	1518861331	754191248								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209535.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209535/SRR7209535	gs://sra-pub-zq-104/SRR7209535/SRR7209535.zq.1	Nurse brain replicate4	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244413	SRX4118424	SRR7209536	SRA710028	SRS3333702	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: forager brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_F4		Sinv_F4	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	11120508	1123171308	558251093								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209536.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209536/SRR7209536	gs://sra-pub-zq-103/SRR7209536/SRR7209536.zq.1	Forager brain replicate4	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244409	SRX4118423	SRR7209537	SRA710028	SRS3333701	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: nurse brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_N5		Sinv_N5	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	15375686	1552944286	774978038								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209537.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209537/SRR7209537	gs://sra-pub-zq-103/SRR7209537/SRR7209537.zq.1	Nurse brain replicate5	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244414	SRX4118422	SRR7209538	SRA710028	SRS3333700	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: forager brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_F5		Sinv_F5	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	13497331	1363230431	680480366								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209538.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209538/SRR7209538	gs://sra-pub-zq-103/SRR7209538/SRR7209538.zq.1	Forager brain replicate5	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244407	SRX4118421	SRR7209539	SRA710028	SRS3333699	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: nurse brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_N3		Sinv_N3	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	14408731	1455281831	720600545								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209539.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209539/SRR7209539	gs://sra-pub-zq-104/SRR7209539/SRR7209539.zq.1	Nurse brain replicate3	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244422	SRX4118420	SRR7209540	SRA710028	SRS3333698	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: queen brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_Q3		Sinv_Q3	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	15246823	1539929123	767654167								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209540.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209540/SRR7209540	gs://sra-pub-zq-102/SRR7209540/SRR7209540.zq.1	Queen brain replicate3	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
Solenopsis invicta	brain	Brain		female	unknown					no		PRJNA472392	SAMN09244421	SRX4118419	SRR7209541	SRA710028	SRS3333697	SRP148603	Adult ant brain RNA-Seq on reproductive castes	RNA-Seq on Solenopsis invicta: queen brain	cDNA prepared with Clontech's SMART-Seq Ultra Low Input RNA kit; libraries prepared with Illumina Nextera XT DNA kit	Sinv_Q2		Sinv_Q2	single	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500	14227359	1436963259	716841438								Laboratory of Social Evolution and Behavior	The Rockefeller University	SUB4066357	30049879	13686	2018-08-21 00:08:14	Kronauer Lab, Rockefeller University						https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/209/SRR7209541.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7209541/SRR7209541	gs://sra-pub-zq-103/SRR7209541/SRR7209541.zq.1	Queen brain replicate2	Field colony maintained in the lab	2015-04	USA:FL Gainesville		Invertebrate							Adult																					2759	33208	6656	50557	7399	36668	13685	13686	Solenopsis invicta
