scientific_name	sample_group	tissue	genotype	sex	age	treatment	source_name	is_sampled	is_qualified	exclusion	protocol	bioproject	biosample	experiment	run	sra_primary	sra_sample	sra_study	study_title	exp_title	design	sample_title	sample_description	lib_name	lib_layout	lib_strategy	lib_source	lib_selection	instrument	total_spots	total_bases	size	nominal_length	nominal_sdev	spot_length	read_index	read_class	read_type	base_coord	lab	center	submitter_id	pubmed_id	taxid	published_date	biomaterial_provider	cell	location	antibody	batch	misc	NCBI_Link	AWS_Link	GCP_Link	ena_first_public	insdc_center_name	insdc_status	collection_date	geographic_location	lat_lon	sample_name	tissue_type	isolate	isolation_source	geo_loc_name	biosamplemodel	collected_by	host	behavior	taxid_domain	taxid_kingdom	taxid_phylum	taxid_class	taxid_order	taxid_family	taxid_genus	taxid_species	scientific_name_original
Temnothorax americanus										no		PRJEB76961	SAMEA115778305	ERX12701588	ERR13330623	ERA30649747	ERS20384903	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYH_9_B_F	unspecified	SM_NYH_9_B_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	11100210	3330063000	1123629544								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:23:54:140		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330623/ERR13330623.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330623/ERR13330623	gs://sra-pub-zq-100/ERR13330623/ERR13330623.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.525 N 74.160 W	SM_NYH_9_B_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778363	ERX12701731	ERR13330766	ERA30649891	ERS20384961	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_12_F	unspecified	SM_VT_12_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16321530	4896459000	1675876073								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-04:46:10:888		1964332	2024-08-01 21:18:35							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330766/ERR13330766.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330766/ERR13330766	gs://sra-pub-zq-107/ERR13330766/ERR13330766.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_12_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778366	ERX12701745	ERR13330780	ERA30649906	ERS20384964	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_15_F	unspecified	SM_VT_15_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	40752427	12225728100	4033258938								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-05:33:10:249		1964332	2024-08-01 21:56:28							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330780/ERR13330780.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330780/ERR13330780	gs://sra-pub-zq-103/ERR13330780/ERR13330780.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_15_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778626	ERX12701632	ERR13330667	ERA30649791	ERS20385224	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_OH_8_H	unspecified	SM_OH_8_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	24120055	7236016500	2435854543								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-02:21:24:814		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330667/ERR13330667.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330667/ERR13330667	gs://sra-pub-zq-100/ERR13330667/ERR13330667.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.753 N 80.967 W	SM_OH_8_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778315	ERX12701801	ERR13330836	ERA30649963	ERS20384913	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYS_4_F	unspecified	SM_NYS_4_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16561276	4968382800	1620368067								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-07:40:47:619		1964332	2024-08-01 21:08:29							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330836/ERR13330836.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330836/ERR13330836	gs://sra-pub-zq-100/ERR13330836/ERR13330836.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.455 N 73.868 W	SM_NYS_4_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778671	ERX12701806	ERR13330841	ERA30649968	ERS20385269	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_WV_10_H	unspecified	SM_WV_10_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	22396068	6718820400	2155274601								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-07:52:56:387		1964332	2024-08-01 21:33:37							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330841/ERR13330841.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330841/ERR13330841	gs://sra-pub-zq-107/ERR13330841/ERR13330841.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	38.110 N 80.136 W	SM_WV_10_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778309	ERX12701783	ERR13330818	ERA30649945	ERS20384907	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_NYS_12_F	unspecified	SM_NYS_12_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	22227943	6668382900	2211301522								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-07:11:41:992		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330818/ERR13330818.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330818/ERR13330818	gs://sra-pub-zq-100/ERR13330818/ERR13330818.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.455 N 73.868 W	SM_NYS_12_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778392	ERX12704007	ERR13333014	ERA30654482	ERS20384990	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_WV_9_F	unspecified	SM_WV_9_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	17813749	5344124700	1862150654								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-28-06-2024-13:40:09:684		1964332	2024-08-01 22:29:11							https://sra-download.be-md.ncbi.nlm.nih.gov/vast/sra01/ERR/ERR13333/ERR13333014	s3://sra-pub-zq-1/ERR13333014/ERR13333014.lite.1	gs://sra-pub-zq-100/ERR13333014/ERR13333014.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	38.110 N 80.136 W	SM_WV_9_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778566	ERX12701668	ERR13330703	ERA30649828	ERS20385164	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MD_6_H	unspecified	SM_MD_6_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	26016583	7804974900	2680081733								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-03:00:25:957		1964332	2024-08-01 21:33:36							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330703/ERR13330703.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330703/ERR13330703	gs://sra-pub-zq-107/ERR13330703/ERR13330703.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	39.611 N 79.134 W	SM_MD_6_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778362	ERX12701723	ERR13330758	ERA30649883	ERS20384960	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_11_F	unspecified	SM_VT_11_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	16880607	5064182100	1765989641								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-04:27:11:579		1964332	2024-08-01 21:08:29							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330758/ERR13330758.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330758/ERR13330758	gs://sra-pub-zq-103/ERR13330758/ERR13330758.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_11_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778560	ERX12701644	ERR13330679	ERA30649803	ERS20385158	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_9_H	unspecified	SM_MA_9_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	15495074	4648522200	1579368172								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-02:37:00:387		1964332	2024-08-01 22:29:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330679/ERR13330679.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330679/ERR13330679	gs://sra-pub-zq-100/ERR13330679/ERR13330679.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_9_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778368	ERX12701742	ERR13330777	ERA30649902	ERS20384966	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_VT_17_F	unspecified	SM_VT_17_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	10939477	3281843100	1147912019								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-05:27:51:103		1964332	2024-08-01 21:33:37							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330777/ERR13330777.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330777/ERR13330777	gs://sra-pub-zq-103/ERR13330777/ERR13330777.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	43.945 N 73.076 W	SM_VT_17_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778354	ERX12701679	ERR13330714	ERA30649839	ERS20384952	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_PA_23_F	unspecified	SM_PA_23_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	12455457	3736637100	1310901761								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-03:10:53:842		1964332	2024-08-01 21:56:28							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330714/ERR13330714.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330714/ERR13330714	gs://sra-pub-zq-107/ERR13330714/ERR13330714.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.124 N 78.523 W	SM_PA_23_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778551	ERX12701619	ERR13330654	ERA30649778	ERS20385149	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_MA_22_H	unspecified	SM_MA_22_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	19623168	5886950400	2031396752								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-01:51:27:957		1964332	2024-08-01 21:18:35							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330654/ERR13330654.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330654/ERR13330654	gs://sra-pub-zq-107/ERR13330654/ERR13330654.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	42.407 N 71.204 W	SM_MA_22_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778624	ERX12703225	ERR13332208	ERA30652358	ERS20385222	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_OH_6_H	unspecified	SM_OH_6_H	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	20186687	6056006100	2071838453								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-19:02:01:132		1964332	2024-08-01 22:29:11							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13332/ERR13332208/ERR13332208.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13332208/ERR13332208	gs://sra-pub-zq-100/ERR13332208/ERR13332208.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.753 N 80.967 W	SM_OH_6_H	head+antennae								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778356	ERX12701695	ERR13330730	ERA30649855	ERS20384954	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_PA_5_B_F	unspecified	SM_PA_5_B_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	15536788	4661036400	1568987051								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-03:28:03:432		1964332	2024-08-01 21:08:29							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330730/ERR13330730.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330730/ERR13330730	gs://sra-pub-zq-107/ERR13330730/ERR13330730.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	41.124 N 78.523 W	SM_PA_5_B_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus										no		PRJEB76961	SAMEA115778283	ERX12701692	ERR13330727	ERA30649852	ERS20384881	ERP161448	The Genomic Basis of Social Parasitism: A Geographical Mosaic of Behavioural, Chemical, and Environmental Adaptations in a Widespread Host-Parasite System	Raw reads: SM_ME_5_F	unspecified	SM_ME_5_F	RNASeq		paired	RNA-Seq	TRANSCRIPTOMIC	RANDOM	Illumina NovaSeq 6000	18339212	5501763600	1911091668								European Nucleotide Archive	Senckenber Biodiversity and Climate Research Centre Frankfurt	SUBMISSION-27-06-2024-03:24:34:244		1964332	2024-08-01 22:16:10							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/ERR013/13330/ERR13330727/ERR13330727.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR13330727/ERR13330727	gs://sra-pub-zq-100/ERR13330727/ERR13330727.lite.1	2024-08-01	Senckenber Biodiversity and Climate Research Centre Frankfurt	public	2021-07	USA	44.413 N 70.851 W	SM_ME_5_F	fatbody								2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus	whole body sample	Whole body sample								no		PRJNA783286	SAMN23425236	SRX13217440	SRR17027436	SRA1334419	SRS11142905	SRP347620	Transcriptomics of queen-worker pairs in slavemaking ants and its hosts	RNA-Seq of Temnothorax americanus Worker	RNA extraction of all samples was conducted in September 2017 using the Nucleo-Spin Mini kit (Macherey-Nagel). For each species, we analyzed a pool of 6 workers and another pool of three queens. We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups.  Samples were shipped to StarSEQ (Mainz) for library preparation and 100bp paired-end sequencing on an Illumina HiSeq. In total, we obtained 15 million reads on average per sample.	"=""RNA-Seq of""&"" ""&D19&"" ""&E19"		6_all.fastq	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	NextSeq 500	13588494	4103725188	1737827490								Zoology/Evolutionary Biology	University of Regensburg	SUB10689241		1964332	2022-02-01 04:00:43							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17027/SRR17027436/SRR17027436.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17027436/SRR17027436	gs://sra-pub-zq-102/SRR17027436/SRR17027436.lite.1				2017-06					Worker	branches, twigs, crevices	USA: New York	Invertebrate				2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus	whole body sample	Whole body sample								no		PRJNA783286	SAMN23425235	SRX13217439	SRR17027437	SRA1334419	SRS11142904	SRP347620	Transcriptomics of queen-worker pairs in slavemaking ants and its hosts	RNA-Seq of Temnothorax americanus Queen	RNA extraction of all samples was conducted in September 2017 using the Nucleo-Spin Mini kit (Macherey-Nagel). For each species, we analyzed a pool of 6 workers and another pool of three queens. We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups.  Samples were shipped to StarSEQ (Mainz) for library preparation and 100bp paired-end sequencing on an Illumina HiSeq. In total, we obtained 15 million reads on average per sample.	"=""RNA-Seq of""&"" ""&D18&"" ""&E18"		5_all.fastq	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	NextSeq 500	13564113	4096362126	1748581648								Zoology/Evolutionary Biology	University of Regensburg	SUB10689241		1964332	2022-02-01 04:00:43							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR017/17027/SRR17027437/SRR17027437.lite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17027437/SRR17027437	gs://sra-pub-zq-102/SRR17027437/SRR17027437.lite.1				2017-06					Queen	branches, twigs, crevices	USA: New York	Invertebrate				2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus	whole body	Whole body								no		PRJNA606685	SAMN14103507	SRX7786066	SRR11149971	SRA1042738	SRS6201738	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Male, Colony_F_396	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.			Temnothorax_30	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	21565771	4313154200	1607668076								Zoology/Evolutionary Biology	University of Regensburg	SUB6933222		1964332	2020-05-01 00:09:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/149/SRR11149971.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149971/SRR11149971	gs://sra-pub-zq-108/SRR11149971/SRR11149971.zq.1				2016-06					Male, Colony_F_396, forward	not collected	USA: New York, Rensselaerville, Huyck Preserve	Invertebrate	Susanne Foitzik and Philip Kohlmeier			2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus	whole body	Whole body								no		PRJNA606685	SAMN14103505	SRX7786065	SRR11149972	SRA1042738	SRS6201737	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Queen, Colony_F_396	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.			Temnothorax_29	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	22459451	4491890200	1738681090								Zoology/Evolutionary Biology	University of Regensburg	SUB6933222		1964332	2020-05-01 00:09:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/149/SRR11149972.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149972/SRR11149972	gs://sra-pub-zq-109/SRR11149972/SRR11149972.zq.1				2016-06					Queen, Colony_F_396, forward	not collected	USA: New York, Rensselaerville, Huyck Preserve	Invertebrate	Susanne Foitzik and Philip Kohlmeier			2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
Temnothorax americanus	whole body	Whole body								no		PRJNA606685	SAMN14103503	SRX7786064	SRR11149973	SRA1042738	SRS6201736	SRP250461	Transcriptomics of Developmental Stages in Ants	RNA-Seq of Temnothorax americanus: Worker, Colony_F_396	RNA extraction of all samples was conducted in November 2016 using the RNAeasy mini extraction Kit (Qiagen, Inc.). For each species, we analyzed a medium-sized larva, an unpigmented worker pupa, a male, an adult worker, and a fertile queen from three different colonies each (N=30). We extracted RNA from whole bodies, as we had no prior assumptions as to which tissue differed most strongly in gene expression between our groups. To determine the sex of the larvae, we tested heterozygosity. For T. longispinosus the test shows clearly that all larvae are female. For T. americanus the samples show a heterogeneous pattern of heterozygosity, e.g., lowest heterozygosity in two of the queens, thus we cant clarify whether the larvae in this species are male or female. Library construction and sequencing was conducted at BGI Hong Kong on an Illumina HiSeq 4000. For rRNA depletion a poly-A selection was conducted. With a read length of 100 bp the libraries resulted in a total of 40 million paired-end reads (4 GB) for each sample.			Temnothorax_28	paired	RNA-Seq	TRANSCRIPTOMIC	unspecified	Illumina HiSeq 4000	21644026	4328805200	1615609247								Zoology/Evolutionary Biology	University of Regensburg	SUB6933222		1964332	2020-05-01 00:09:24							https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/149/SRR11149973.sralite.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11149973/SRR11149973	gs://sra-pub-zq-109/SRR11149973/SRR11149973.zq.1				2016-06					Worker, Colony_F_396, forward	not collected	USA: New York, Rensselaerville, Huyck Preserve	Invertebrate	Susanne Foitzik and Philip Kohlmeier			2759	33208	6656	50557	7399	36668	300110	1964332	Temnothorax americanus
